Index,Positive,Pos Freq,Negative,Neg Freq,Word,Word Freq
486,empty,1,inconvenient,0.1965384,maintain,685055
487,empty,1,critically,0.19636668,appropriate,684262
488,empty,1,weakened,0.19426904,excess,683931
489,empty,1,mistake,0.19414346000000002,commitments,683281
490,empty,1,undisclosed,0.19379248000000002,employee,682825
491,empty,1,inaccuracy,0.1916704,independent,682798
492,empty,1,delisted,0.18907326,levels,682267
493,empty,1,disrupted,0.1882029,demand,681922
494,empty,1,lapsed,0.18702776,establishing,680352
495,empty,1,violating,0.18702459999999999,compliance,679224
496,empty,1,disallowed,0.18666436,certification,679153
497,empty,1,dropped,0.18572715,stockholders,678453
498,empty,1,omits,0.18570509999999998,significantly,677127
499,empty,1,inefficiencies,0.18420496,issuer,677036
500,empty,1,losing,0.1831989,purchased,675591
501,empty,1,suspending,0.18199896000000002,involves,674689
502,empty,1,purporting,0.18114195,obligation,674013
503,empty,1,stoppage,0.18089315,depreciation,673471
504,empty,1,encumbering,0.1799116,next,673409
505,empty,1,disallowance,0.1797349,basic,673155
506,empty,1,purports,0.17865453,amendment,673154
507,empty,1,refused,0.17865144,attributable,672934
508,empty,1,dismissing,0.17768212,evaluated,672232
509,empty,1,nondisclosure,0.17736796000000002,exercise,670430
510,empty,1,unnecessary,0.17659867999999998,discussed,669199
511,empty,1,argument,0.17621493,resulted,669162
512,empty,1,markdowns,0.17539002,diluted,667207
513,empty,1,neglect,0.17199188999999998,original,666938
514,empty,1,enjoining,0.16936969,certify,666094
515,empty,1,distress,0.16931551,equal,666001
516,empty,1,broken,0.16523298,distribution,665106
517,empty,1,clawback,0.16479342,insurance,663238
518,empty,1,purportedly,0.16387448,shareholders,663100
519,empty,1,disciplinary,0.16270725,primary,661636
520,empty,1,burdensome,0.16162943999999999,six,660461
521,empty,1,collusion,0.16061674,carrying,660379
522,empty,1,inaction,0.16045558999999998,contracts,659968
523,empty,1,breakdowns,0.15930644,substantial,659906
524,empty,1,overpayment,0.15858045,specific,658345
525,empty,1,unrest,0.15654552,product,657951
526,empty,1,illiquidity,0.15316158000000002,contract,657397
527,empty,1,kickback,0.15098292,plus,657202
528,empty,1,postponed,0.14899752,sources,657158
529,empty,1,unacceptable,0.14868168,audited,657014
530,empty,1,unaware,0.14855478,office,656410
531,empty,1,faulty,0.14772732000000002,reduction,656128
532,empty,1,unforeseeable,0.14749128,fraud,654226
533,empty,1,incapable,0.1466584,indicated,652405
534,empty,1,downtime,0.146566,reduce,651867
535,empty,1,curtailed,0.1464596,obtain,651631
536,empty,1,disqualification,0.1445739,sell,651364
537,empty,1,incidence,0.14335581,receive,651282
538,empty,1,usury,0.13971048,expect,650916
539,empty,1,willfully,0.13754605,untrue,650673
540,empty,1,renegotiate,0.13315823999999998,recognition,650367
541,empty,1,depress,0.13217805999999999,selling,649844
542,empty,1,interrupted,0.13162285,account,648770
543,empty,1,disturbance,0.13042656,initial,648424
544,empty,1,investigated,0.12820183999999998,arrangements,647510
545,empty,1,slowing,0.12762378,activity,646520
546,empty,1,deceptive,0.12576004000000002,become,646519
547,empty,1,destroy,0.12565126000000001,several,646339
548,empty,1,nuisance,0.12551140000000002,omit,645890
549,empty,1,convicted,0.12542334000000002,consist,645590
550,empty,1,threatening,0.12537931000000002,possible,645233
551,empty,1,rationalization,0.12446436,functions,645177
552,empty,1,disgorgement,0.12351677,vice,645105
553,empty,1,renegotiation,0.12243968000000001,investing,644033
554,empty,1,denies,0.12159165000000001,able,643860
555,empty,1,imbalance,0.12151005000000001,granted,643547
556,empty,1,complications,0.12147690000000001,greater,642715
557,empty,1,slowly,0.12061697999999998,customer,642604
558,empty,1,arguments,0.12060173999999999,supervision,642345
559,empty,1,secrecy,0.12055856,review,642238
560,empty,1,unsold,0.11980309,estimate,641842
561,empty,1,corruption,0.11866176,entity,641827
562,empty,1,vulnerability,0.11804279000000001,role,641299
563,empty,1,manipulation,0.1177692,deficiencies,640447
564,empty,1,hurt,0.1171375,vote,639411
565,empty,1,counterclaims,0.11709750000000001,written,639325
566,empty,1,dishonor,0.11697750000000001,adequate,638592
567,empty,1,unplanned,0.116885,efforts,638358
568,empty,1,suffering,0.11581736999999999,marketing,638088
569,empty,1,embezzlement,0.11516624,must,637840
570,empty,1,deteriorating,0.11502984,best,637314
571,empty,1,bankruptcies,0.11491824,ownership,636732
572,empty,1,bribery,0.11437335,loan,636412
573,empty,1,refuses,0.1124207,support,635630
574,empty,1,tightening,0.11225165,wholly,635510
575,empty,1,forego,0.11122739999999999,class,635309
576,empty,1,slowed,0.11040462,timely,634369
577,empty,1,misrepresentations,0.10976394,experience,632929
578,empty,1,standstill,0.1096623,needs,632741
579,empty,1,cautions,0.10618846,course,631294
580,empty,1,detriment,0.10617180000000001,concluded,631261
581,empty,1,disadvantageous,0.10588144000000001,represents,631243
582,empty,1,worst,0.10513083000000001,balances,631075
583,empty,1,invalidating,0.10492938,identified,630788
584,empty,1,stopped,0.10412083999999999,valuation,629327
585,empty,1,demolition,0.1031462,many,628391
586,empty,1,underfunded,0.1025856,directly,628005
587,empty,1,disruptive,0.10227672,issue,627795
588,empty,1,conspiracy,0.10088056,determine,627392
589,empty,1,deteriorated,0.10069031999999999,accounted,627053
590,empty,1,summons,0.10058824,cannot,624574
591,empty,1,correcting,0.09977121,approved,624356
592,empty,1,risky,0.09743352000000001,adoption,623839
593,empty,1,underperforming,0.09662482,lease,623745
594,empty,1,postponement,0.09651132,consideration,623166
595,empty,1,malpractice,0.09550534,direct,622329
596,empty,1,barrier,0.09538104,dividends,621883
597,empty,1,disproportionately,0.09486900000000001,unless,621541
598,empty,1,inadvertent,0.09482625,overall,621232
599,empty,1,alienation,0.09402624000000001,facilities,620455
600,empty,1,reassessment,0.09320508,day,619761
601,empty,1,unscheduled,0.09301775999999999,system,619682
602,empty,1,unsatisfied,0.0920745,quantitative,619359
603,empty,1,alerting,0.09159124,commercial,619111
604,empty,1,uncollected,0.09120228,occur,618888
605,empty,1,injurious,0.09070600000000001,director,618739
606,empty,1,injured,0.08968488000000001,place,618300
607,empty,1,subpoenas,0.08903992,contains,617948
608,empty,1,sharply,0.0889985,majority,617837
609,empty,1,barred,0.08874125999999999,qualitative,617569
610,empty,1,contraction,0.08819531,complies,615930
611,empty,1,assertions,0.08738064000000001,minimum,614751
612,empty,1,lapses,0.08651600000000001,maturity,614459
613,empty,1,unsuitable,0.08649235000000001,summarize,614253
614,empty,1,catastrophes,0.08472075,four,614159
615,empty,1,resignations,0.08413432,life,613106
616,empty,1,interrupt,0.08344206,conclusions,612279
617,empty,1,turmoil,0.0823473,accelerated,611833
618,empty,1,distraction,0.08160614,expects,610539
619,empty,1,impairing,0.08107008,reflected,609853
620,empty,1,restating,0.08031393,respective,609525
621,empty,1,disagree,0.08024976,deemed,608981
622,empty,1,resigning,0.08021664,least,608203
623,empty,1,questionable,0.07866669999999999,contingent,607975
624,empty,1,unremedied,0.07698369000000001,major,607753
625,empty,1,oppose,0.07641054,description,607657
626,empty,1,escalating,0.07632974000000001,base,606298
627,empty,1,imbalances,0.07548152999999999,weaknesses,605990
628,empty,1,disapprove,0.074932,facility,605832
629,empty,1,illegible,0.0749,finance,605120
630,empty,1,undetected,0.07477,dates,605062
631,empty,1,unliquidated,0.07413546,stated,604314
632,empty,1,incorrectly,0.07408969,certifying,604141
633,empty,1,restates,0.07348572,registration,603292
634,empty,1,complicated,0.07261026000000001,conformity,603170
635,empty,1,deviation,0.07205744,group,601252
636,empty,1,deviations,0.0719908,former,601231
637,empty,1,inadvertently,0.07116135,different,600971
638,empty,1,confined,0.07105995,high,600651
639,empty,1,writedown,0.07098585,gain,600617
640,empty,1,allegation,0.06981196,given,599874
641,empty,1,irregularities,0.06976757,actions,599810
642,empty,1,prosecuted,0.06912768,right,599295
643,empty,1,refusing,0.06890879999999999,effects,598424
644,empty,1,harassment,0.06884736,values,598314
645,empty,1,endangered,0.0674614,anticipate,598095
646,empty,1,controversies,0.06681527999999999,charge,597999
647,empty,1,criticized,0.0662888,program,597784
648,empty,1,discontinuing,0.06530414,continuing,597087
649,empty,1,grievance,0.0648675,computed,596078
650,empty,1,opportunistic,0.06473916,changed,595640
651,empty,1,breaks,0.06344136,purpose,595236
652,empty,1,enjoined,0.06272508,consists,592729
653,empty,1,defamation,0.06263358000000001,competitive,591570
654,empty,1,detention,0.0624945,charges,591484
655,empty,1,warnings,0.062142079999999995,fee,591186
656,empty,1,subjecting,0.062047439999999995,involve,590601
657,empty,1,relinquishment,0.0620074,pricing,589941
658,empty,1,writedowns,0.06133547,comprehensive,589602
659,empty,1,prejudiced,0.06126669,terms,588408
660,empty,1,hostile,0.06122687,located,588225
661,empty,1,deprive,0.05996858,law,586329
662,empty,1,divulge,0.059914880000000004,allow,585846
663,empty,1,erroneous,0.059243739999999996,purchases,583883
664,empty,1,relinquished,0.059176099999999995,allowance,583449
665,empty,1,impractical,0.057904000000000004,application,582536
666,empty,1,wrongfully,0.05738075,title,582231
667,empty,1,diverted,0.05738075,realized,582110
668,empty,1,suffers,0.057148,adjusted,582012
669,empty,1,markdown,0.056751840000000005,participation,581358
670,empty,1,shrinkage,0.056736180000000004,represent,581058
671,empty,1,unapproved,0.05599664,components,580588
672,empty,1,lacks,0.055427000000000004,return,579788
673,empty,1,protracted,0.05487048,registered,578504
674,empty,1,unsatisfactory,0.054819179999999995,schedule,577768
675,empty,1,severed,0.05473197,acquire,577099
676,empty,1,objecting,0.05469777,submitted,575905
677,empty,1,tolerated,0.054658439999999996,agreed,575563
678,empty,1,unstable,0.0541943,policy,575544
679,empty,1,undesirable,0.053975,individual,575176
680,empty,1,premature,0.053975,offering,574795
681,empty,1,detract,0.053975,standard,574051
682,empty,1,threaten,0.0539597,providing,573356
683,empty,1,shutdowns,0.05352399,foreign,571808
684,empty,1,unduly,0.053463149999999994,zip,571582
685,empty,1,oversupply,0.05292168,regulatory,571147
686,empty,1,dangerous,0.05279904,involved,571110
687,empty,1,malicious,0.05277048,closing,571062
688,empty,1,pleadings,0.05272512,competition,570515
689,empty,1,disapproval,0.0510708,making,570187
690,empty,1,misappropriated,0.051013050000000004,evaluating,569862
691,empty,1,liquidations,0.0508431,comparable,569723
692,empty,1,dissent,0.04982584,action,569603
693,empty,1,inconsistencies,0.049757380000000004,loans,569427
694,empty,1,curtailments,0.049721520000000005,interests,568064
695,empty,1,weaken,0.04864454,national,567732
696,empty,1,litigations,0.04861717,pending,567686
697,empty,1,retaliation,0.04839499,grant,567515
698,empty,1,pleas,0.047847999999999995,consolidation,567471
699,empty,1,degradation,0.0478112,hereof,567328
700,empty,1,litigated,0.0474138,additionally,566804
701,empty,1,worthless,0.04741221,dependent,566130
702,empty,1,unrecovered,0.046709539999999994,issues,565824
703,empty,1,slowdowns,0.0466732,impairment,563630
704,empty,1,defended,0.046658979999999996,intended,562942
705,empty,1,lying,0.0466179,need,562924
706,empty,1,discouraging,0.04626319,expectations,562893
707,empty,1,expropriation,0.04617213,investors,562414
708,empty,1,recessionary,0.04615643,amortized,562414
709,empty,1,plead,0.04603083,trading,561534
710,empty,1,exacerbated,0.04499495,profit,561412
711,empty,1,dissenting,0.04442746,summarized,560746
712,empty,1,impairs,0.044251900000000004,taken,560306
713,empty,1,discrepancy,0.04424112,borrowings,559936
714,empty,1,eviction,0.043315440000000004,acquisitions,559611
715,empty,1,overstated,0.04331088,referred,559497
716,empty,1,disputing,0.04315432,funding,558626
717,empty,1,wrong,0.043152800000000005,submission,558577
718,empty,1,downsizing,0.042793399999999995,gains,558553
719,empty,1,pleading,0.0420345,external,558101
720,empty,1,perils,0.04166785,calculated,557854
721,empty,1,indefeasible,0.0408702,maintenance,557440
722,empty,1,intrusion,0.04057053,transfer,557432
723,empty,1,deliberate,0.04056465,conducted,557056
724,empty,1,malfunction,0.04056318,unable,556552
725,empty,1,faults,0.040555829999999994,remain,556287
726,empty,1,danger,0.04052496,personnel,555784
727,empty,1,worse,0.040523489999999995,applied,554661
728,empty,1,distract,0.04039413,affiliates,554058
729,empty,1,drought,0.04031181,approval,553700
730,empty,1,inaccuracies,0.03987406,outside,552863
731,empty,1,objected,0.039473350000000004,restricted,552647
732,empty,1,disturbances,0.03882672,government,551800
733,empty,1,misappropriate,0.03881088,local,550242
734,empty,1,repossessions,0.03876768,take,550127
735,empty,1,doubts,0.0387288,derived,550022
736,empty,1,opposing,0.03870144,together,549589
737,empty,1,disregard,0.03869712,technology,549059
738,empty,1,inadequately,0.0386784,ongoing,549000
739,empty,1,deficient,0.03836833,highly,548845
740,empty,1,warn,0.0382954,documents,548629
741,empty,1,overpayments,0.03821675,perform,548516
742,empty,1,reluctant,0.03774502,underlying,548031
743,empty,1,ill,0.0377365,obtained,547689
744,empty,1,worsen,0.037701,contractual,546839
745,empty,1,halt,0.03769674,small,546673
746,empty,1,disqualifying,0.037308600000000004,separate,546441
747,empty,1,infringements,0.03727194,failure,545621
748,empty,1,disagrees,0.037242330000000004,exceed,544019
749,empty,1,onerous,0.03609413,entitled,543529
750,empty,1,persist,0.03510762,combination,542488
751,empty,1,sabotage,0.03469088,longer,542432
752,empty,1,unmarketable,0.034538559999999996,partially,542394
753,empty,1,persistent,0.0341982,shall,541954
754,empty,1,poses,0.034182,monthly,541673
755,empty,1,incompetent,0.03404295,volume,541627
756,empty,1,discrepancies,0.0340281,relationships,538856
757,empty,1,layoff,0.034009199999999996,quality,538732
758,empty,1,unpredictability,0.03368894,timing,538629
759,empty,1,wasted,0.03319946,contingencies,538627
760,empty,1,litigate,0.03316621,qualified,538352
761,empty,1,interfering,0.03265548,critical,538293
762,empty,1,collision,0.032505,charged,538218
763,empty,1,missed,0.03222469,operate,538129
764,empty,1,debarment,0.03215919,trade,537978
765,empty,1,dissatisfaction,0.032117269999999996,twelve,537877
766,empty,1,artificially,0.0315458,meaning,537509
767,empty,1,imprisonment,0.0315432,staff,537107
768,empty,1,suing,0.03109803,termination,537087
769,empty,1,contends,0.03024886,calculation,534870
770,empty,1,collapse,0.029233750000000003,differences,533164
771,empty,1,deviate,0.02869236,meeting,532233
772,empty,1,discontinues,0.0286688,dollars,531954
773,empty,1,vandalism,0.0283638,develop,531390
774,empty,1,peril,0.028292460000000002,condensed,530844
775,empty,1,adversary,0.028283850000000003,earned,530609
776,empty,1,pretrial,0.028280160000000002,strategy,530432
777,empty,1,idled,0.02791604,adjustment,530216
778,empty,1,worsening,0.027785499999999998,retained,530089
779,empty,1,precludes,0.02750209,filer,529806
780,empty,1,exposing,0.02750209,reflects,529635
781,empty,1,uneconomical,0.027433120000000002,identify,529589
782,empty,1,malfunctions,0.027402870000000003,permitted,529363
783,empty,1,unexpectedly,0.0269964,consistent,528926
784,empty,1,indictment,0.026925599999999997,performed,528250
785,empty,1,inconvenience,0.0268884,judgment,528132
786,empty,1,circumvention,0.026862,settlement,528001
787,empty,1,lacked,0.02655842,early,527835
788,empty,1,suspensions,0.02648821,preferred,527770
789,empty,1,loses,0.026121659999999998,document,527583
790,empty,1,threatens,0.02552238,particular,527119
791,empty,1,interferes,0.02550483,dividend,527094
792,empty,1,circumvent,0.025277559999999998,classified,527083
793,empty,1,canceling,0.025257839999999997,capacity,527072
794,empty,1,strains,0.02514996,arising,526760
795,empty,1,suspect,0.02514532,dilutive,526388
796,empty,1,damaging,0.025115159999999997,free,526368
797,empty,1,unintended,0.0248239,availability,526124
798,empty,1,fictitious,0.02475145,percent,524421
799,empty,1,indefeasibly,0.02468935,recently,523899
800,empty,1,anomalies,0.024317340000000003,decline,523707
801,empty,1,obstacles,0.02425464,things,523349
802,empty,1,malfeasance,0.02397634,determination,522297
803,empty,1,hindered,0.0234864,measured,521559
804,empty,1,reckless,0.02340576,capitalized,521443
805,empty,1,rejecting,0.02309466,manner,521189
806,empty,1,underperformance,0.02295258,every,520572
807,empty,1,miscalculations,0.0227029,fluctuations,520386
808,empty,1,disregarding,0.0226974,final,519644
809,empty,1,unrecoverable,0.0226281,engaged,518477
810,empty,1,cancels,0.02228396,immediately,518298
811,empty,1,crucial,0.022281779999999998,intends,518065
812,empty,1,unreported,0.02191212,decisions,517379
813,empty,1,disqualify,0.02190024,negative,516061
814,empty,1,escalated,0.021866760000000002,generate,515324
815,empty,1,disparage,0.021437449999999997,secured,515034
816,empty,1,defraud,0.02142247,experienced,514979
817,empty,1,stops,0.021413909999999998,court,513652
818,empty,1,prejudicial,0.02133794,single,513611
819,empty,1,unethical,0.02112156,international,513482
820,empty,1,nonconforming,0.02108658,post,512509
821,empty,1,deteriorates,0.020637749999999996,eliminated,511593
822,empty,1,understated,0.0205926,voting,511243
823,empty,1,foregone,0.020583149999999998,apply,510804
824,empty,1,vulnerabilities,0.02032784,uses,510487
825,empty,1,violence,0.02029664,properties,510367
826,empty,1,interfered,0.020228,maximum,510235
827,empty,1,protests,0.01986767,site,509882
828,empty,1,contend,0.01986767,leases,509534
829,empty,1,grievances,0.019809990000000003,might,509126
830,empty,1,arrearages,0.019504439999999998,limitations,508909
831,empty,1,mistakes,0.01949526,exposure,508789
832,empty,1,lockout,0.019456499999999998,update,508254
833,empty,1,argued,0.01942284,intend,507332
834,empty,1,diminishing,0.019379999999999998,recognize,507207
835,empty,1,abandoning,0.01917485,hereby,507194
836,empty,1,dysfunction,0.01907183,businesses,506918
837,empty,1,disparagement,0.01901527,segment,506887
838,empty,1,recessions,0.018793999999999998,units,506641
839,empty,1,disclaims,0.018792,incentive,506499
840,empty,1,alienated,0.018789,completion,505300
841,empty,1,pervasive,0.018529885,excluding,505253
842,empty,1,exculpation,0.018006255,seek,504717
843,empty,1,alienate,0.017888598,classes,504241
844,empty,1,quit,0.017854674999999997,principally,503823
845,empty,1,trouble,0.017852721,elected,503078
846,empty,1,condemned,0.017669988,sets,503052
847,empty,1,urgent,0.017648896,professional,503026
848,empty,1,confusion,0.01759677,temporary,502852
849,empty,1,perjury,0.017493997,production,502844
850,empty,1,uncorrected,0.017490129,work,502764
851,empty,1,unwillingness,0.01746045,entire,502492
852,empty,1,noncompetitive,0.01743176,yet,502407
853,empty,1,unusable,0.017240639999999998,unit,502224
854,empty,1,halted,0.017141783999999997,concerning,502089
855,empty,1,grossly,0.017138913,offer,502033
856,empty,1,fraudulently,0.017106664,opportunities,500777
857,empty,1,unreliable,0.016985319,another,500588
858,empty,1,severities,0.016957976,range,500038
859,empty,1,burdened,0.016928751,continues,499944
860,empty,1,contradicted,0.0168796,consisted,499840
861,empty,1,reassignment,0.016813728,successful,499165
862,empty,1,abetting,0.016677648,shell,498173
863,empty,1,misdemeanor,0.016563482,smaller,497994
864,empty,1,incompatible,0.016562541,matter,496935
865,empty,1,exploiting,0.016562541,beyond,495712
866,empty,1,mismatch,0.01654024,combined,494231
867,empty,1,overturned,0.016489779,incur,494067
868,empty,1,disadvantages,0.01643498,source,493578
869,empty,1,abusive,0.016292046,words,493344
870,empty,1,disapproved,0.016287381,delivery,493309
871,empty,1,revoking,0.01618014,restrictions,493221
872,empty,1,disturb,0.016109152,access,493017
873,empty,1,disparaging,0.016053136,margin,492849
874,empty,1,incompetence,0.015841479999999998,areas,491583
875,empty,1,uneconomic,0.01583228,increasing,491315
876,empty,1,embargoes,0.015735719999999998,notice,491272
877,empty,1,revokes,0.01572655,restated,491243
878,empty,1,insufficiency,0.01566114,enter,491076
879,empty,1,escalate,0.015633056,model,491026
880,empty,1,setbacks,0.015456636,request,490689
881,empty,1,seized,0.015420564000000001,assumed,490624
882,empty,1,obstruct,0.015149699999999999,ten,489879
883,empty,1,uncollectable,0.015090890000000001,assessment,489736
884,empty,1,breaking,0.015090890000000001,cumulative,489193
885,empty,1,drag,0.015062424000000001,allocated,488791
886,empty,1,counterfeit,0.014953044,component,488506
887,empty,1,spam,0.01482028,throughout,488426
888,empty,1,fear,0.014583628,special,488373
889,empty,1,untimely,0.014553881999999999,employment,487518
890,empty,1,uncontrollable,0.014428174,improvements,486824
891,empty,1,rejects,0.014417638,selected,486638
892,empty,1,nonrenewal,0.01435764,determining,486404
893,empty,1,diminishes,0.014287278,developed,484520
894,empty,1,harsh,0.014285530000000001,limit,484068
895,empty,1,disturbed,0.014263947,real,484067
896,empty,1,recalled,0.01416447,thousands,484058
897,empty,1,exacerbate,0.01415751,inventory,483572
898,empty,1,overstatement,0.014061006000000001,materials,483518
899,empty,1,irregular,0.014040458,reliability,483298
900,empty,1,lockouts,0.01403353,terminated,483192
901,empty,1,condemning,0.013933998000000001,pronouncements,483047
902,empty,1,incapacitated,0.013927957000000001,representing,482964
903,empty,1,crises,0.01377948,treasury,482830
904,empty,1,verdicts,0.01367316,reserves,481937
905,empty,1,denials,0.013612174000000001,evidence,481445
906,empty,1,nullifies,0.013588547999999999,overview,481115
907,empty,1,prone,0.013427491,expressed,480990
908,empty,1,annulment,0.013325072,specifically,480829
909,empty,1,crimes,0.013299168,publicly,480272
910,empty,1,invalidation,0.013266552000000001,defaults,479168
911,empty,1,inadequacy,0.013227247999999999,represented,478932
912,empty,1,nonattainment,0.01319976,manage,478774
913,empty,1,opportunistically,0.013169783000000001,definition,478751
914,empty,1,overcapacity,0.013168944,chairman,477968
915,empty,1,conspired,0.013144867999999999,systems,477057
916,empty,1,undetermined,0.013134812,expire,476117
917,empty,1,disallowances,0.013018739999999999,carried,475461
918,empty,1,inefficient,0.012957568000000001,collectively,475053
919,empty,1,objectionable,0.01292205,consider,474802
920,empty,1,weakens,0.012918726,derivative,474290
921,empty,1,disallow,0.01289488,foregoing,473145
922,empty,1,impermissible,0.012856961,useful,471776
923,empty,1,absences,0.012766656,objectives,471677
924,empty,1,disclaimed,0.0127102,comprised,471395
925,empty,1,divesting,0.012706904,hold,470525
926,empty,1,poorly,0.012644004,decision,469720
927,empty,1,unlicensed,0.012522762000000002,members,469602
928,empty,1,unsuspected,0.012465216,difference,469490
929,empty,1,overage,0.01242712,relative,469474
930,empty,1,lie,0.012424675000000001,listed,469359
931,empty,1,exculpatory,0.01215448,warrants,469305
932,empty,1,jeopardized,0.012092160000000001,important,469153
933,empty,1,rejections,0.011952241,measurement,468869
934,empty,1,divorce,0.011859604,quarters,468451
935,empty,1,deplete,0.0116841,totaled,468116
936,empty,1,disparity,0.011617484,files,468026
937,empty,1,omitting,0.011526155,firm,467879
938,empty,1,impending,0.01144066,conform,467259
939,empty,1,lapsing,0.011409629000000001,certificate,467152
940,empty,1,erode,0.011353924999999999,omitted,466938
941,empty,1,displacement,0.011330014,measure,466655
942,empty,1,renegotiating,0.011299911000000001,conversion,466619
943,empty,1,litigating,0.011204424000000001,comply,465990
944,empty,1,litigant,0.011097240000000001,environment,465666
945,empty,1,mismanagement,0.011031552,reserve,464907
946,empty,1,layoffs,0.01095633,ratio,464628
947,empty,1,inferior,0.010919852,projected,464600
948,empty,1,diverting,0.010774005,test,464450
949,empty,1,understatement,0.010773246,limitation,464408
950,empty,1,encroachments,0.010757536,favorable,464404
951,empty,1,uncollectibility,0.0106606,submit,464181
952,empty,1,suspicious,0.010659845,anticipates,463627
953,empty,1,voided,0.010380829999999999,conduct,463365
954,empty,1,sluggish,0.010333644,maturities,463137
955,empty,1,ignored,0.010276188,previous,462749
956,empty,1,annulled,0.010268036999999999,practicable,462299
957,empty,1,flaws,0.01024382,uncertainty,462194
958,empty,1,disclaimers,0.010197684,holding,461795
959,empty,1,seize,0.010193994,positions,461246
960,empty,1,burned,0.010105514999999999,awards,461230
961,empty,1,misrepresented,0.010055294,status,461126
962,empty,1,questioned,0.009999349,person,460602
963,empty,1,illegally,0.009923368,arrangement,460602
964,empty,1,annul,0.009861258,evaluate,460492
965,empty,1,defensive,0.009806579999999999,refer,459922
966,empty,1,stopping,0.00975783,ordinary,459893
967,empty,1,injure,0.00975783,sole,459880
968,empty,1,frivolous,0.009591536,trends,459781
969,empty,1,concealed,0.00957099,power,459745
970,empty,1,negatives,0.00951855,intangible,459602
971,empty,1,accused,0.009459144,merger,457803
972,empty,1,foreclosing,0.009303885,project,457678
973,empty,1,unavoidable,0.009276607999999999,achieve,457305
974,empty,1,curtailing,0.00911239,furnished,456864
975,empty,1,underutilized,0.009070271999999999,exercised,455862
976,empty,1,manipulate,0.00904195,retain,455791
977,empty,1,closeout,0.009012284,nine,455722
978,empty,1,dissatisfied,0.009008814,money,455652
979,empty,1,reassessments,0.008990289,dollar,454974
980,empty,1,stressed,0.008979894,shareholder,454825
981,empty,1,inconclusive,0.008966244,annually,454713
982,empty,1,uncovered,0.00895448,alternative,454090
983,empty,1,unintentional,0.0089079,low,453861
984,empty,1,depleting,0.008853872,totaling,453832
985,empty,1,impediments,0.008836194,default,453084
986,empty,1,intermittent,0.008778275,pro,452845
987,empty,1,irreparably,0.008734887,variety,452382
988,empty,1,susceptibility,0.008730106,thereafter,451858
989,empty,1,lags,0.008655719999999999,taxable,451718
990,empty,1,rationalize,0.008649599999999999,extended,451675
991,empty,1,misstated,0.008626695,stockholder,451161
992,empty,1,fears,0.0086233,covenants,451050
993,empty,1,disappointing,0.008581652,receivables,450947
994,empty,1,easing,0.008554104,series,450549
995,empty,1,monopoly,0.008499814,receipt,449363
996,empty,1,undermine,0.008475762,met,448188
997,empty,1,outdated,0.00842105,volatility,447826
998,empty,1,unannounced,0.00839845,earlier,447805
999,empty,1,mismatches,0.00839376,guidance,447600
1000,empty,1,redress,0.00827659,responsibility,447548
1001,empty,1,deterring,0.008274595,protection,447230
1002,empty,1,debarred,0.008244224,currency,447149
1003,empty,1,imperative,0.008229819000000001,trust,447039
1004,empty,1,misappropriating,0.008220537,even,446910
1005,empty,1,forcing,0.008204165999999999,beneficial,446884
1006,empty,1,misapplication,0.00815628,cases,446860
1007,empty,1,frustrate,0.008152320000000001,records,446469
1008,empty,1,questioning,0.008107218,computation,446320
1009,empty,1,usurious,0.00800496,times,446297
1010,empty,1,hampered,0.007953748,judgments,446094
1011,empty,1,unlawfully,0.00787886,thereof,445758
1012,empty,1,abnormally,0.007762132,relate,444958
1013,empty,1,impeding,0.007760844,research,444905
1014,empty,1,reassigned,0.007711704,modified,444509
1015,empty,1,hamper,0.00766848,expansion,444493
1016,empty,1,unwanted,0.0074033300000000005,solely,444321
1017,empty,1,inevitable,0.007331712000000001,strategic,443751
1018,empty,1,confiscation,0.007328582,periodic,443516
1019,empty,1,suspends,0.007287696,variable,443379
1020,empty,1,chargeoffs,0.007258573,filings,442441
1021,empty,1,duress,0.00719758,goodwill,442426
1022,empty,1,shutting,0.00718952,processed,442333
1023,empty,1,precluding,0.007170496,inherent,441711
1024,empty,1,litigants,0.007144698,shown,441611
1025,empty,1,arrearage,0.007100016,affecting,439825
1026,empty,1,divestment,0.007094472,expiration,439660
1027,empty,1,inactions,0.007072500000000001,means,439601
1028,empty,1,idling,0.007029884,satisfy,439332
1029,empty,1,manipulated,0.0069346830000000005,profitability,438997
1030,empty,1,disrupting,0.0069202560000000005,whole,438913
1031,empty,1,demise,0.006891878,relevant,438480
1032,empty,1,oppositions,0.006806664,scheduled,437207
1033,empty,1,prosecutions,0.006800031,regard,436956
1034,empty,1,embargo,0.0067398,proposed,436487
1035,empty,1,unattractive,0.0067344,typically,436479
1036,empty,1,relinquishes,0.006713592,active,436206
1037,empty,1,bans,0.006696404,outcome,436001
1038,empty,1,anomaly,0.006689826,predict,434893
1039,empty,1,overburden,0.0066005280000000005,relationship,434882
1040,empty,1,acquiesce,0.006554624,statutory,434618
1041,empty,1,lacking,0.006405165,subsequently,434339
1042,empty,1,riskier,0.006365193999999999,joint,433796
1043,empty,1,uncontrolled,0.006227561,coverage,433617
1044,empty,1,downgrading,0.00616763,force,433436
1045,empty,1,contention,0.00614829,converted,433413
1046,empty,1,underestimate,0.006058712,governmental,433215
1047,empty,1,erroneously,0.006035568,potentially,433026
1048,empty,1,obstruction,0.005956968,criteria,433024
